uri,label_en
https://www.congress.gov/help/field-values/legislative-subject-terms#900,Corporate corruption
https://www.congress.gov/help/field-values/legislative-subject-terms#901,Corporate debt
https://www.congress.gov/help/field-values/legislative-subject-terms#902,Corporate divestiture
https://www.congress.gov/help/field-values/legislative-subject-terms#903,Corporate downsizing
https://www.congress.gov/help/field-values/legislative-subject-terms#904,Corporate finance
https://www.congress.gov/help/field-values/legislative-subject-terms#905,Corporate finance and management
https://www.congress.gov/help/field-values/legislative-subject-terms#906,Corporate governance
https://www.congress.gov/help/field-values/legislative-subject-terms#907,Corporate management
https://www.congress.gov/help/field-values/legislative-subject-terms#908,Corporate mergers
https://www.congress.gov/help/field-values/legislative-subject-terms#909,Corporate philanthropy
https://www.congress.gov/help/field-values/legislative-subject-terms#910,Corporate reorganizations
https://www.congress.gov/help/field-values/legislative-subject-terms#911,Corporation directors
https://www.congress.gov/help/field-values/legislative-subject-terms#912,Corporation for National and Community Service
https://www.congress.gov/help/field-values/legislative-subject-terms#913,Corporation for Public Broadcasting
https://www.congress.gov/help/field-values/legislative-subject-terms#914,Corporation law
https://www.congress.gov/help/field-values/legislative-subject-terms#915,Corporation reports
https://www.congress.gov/help/field-values/legislative-subject-terms#916,Corporation taxes
https://www.congress.gov/help/field-values/legislative-subject-terms#917,Corporations
https://www.congress.gov/help/field-values/legislative-subject-terms#918,Correctional facilities and imprisonment
https://www.congress.gov/help/field-values/legislative-subject-terms#919,Correctional institutions
https://www.congress.gov/help/field-values/legislative-subject-terms#920,Correctional personnel
https://www.congress.gov/help/field-values/legislative-subject-terms#921,Corrections
https://www.congress.gov/help/field-values/legislative-subject-terms#922,Correspondence schools and courses
https://www.congress.gov/help/field-values/legislative-subject-terms#923,Correspondent banks
https://www.congress.gov/help/field-values/legislative-subject-terms#924,Corrosion
https://www.congress.gov/help/field-values/legislative-subject-terms#925,Corruption in sports
https://www.congress.gov/help/field-values/legislative-subject-terms#926,Cosmetics and personal care
https://www.congress.gov/help/field-values/legislative-subject-terms#927,Cost accounting
https://www.congress.gov/help/field-values/legislative-subject-terms#928,Cost control
https://www.congress.gov/help/field-values/legislative-subject-terms#929,Cost effectiveness
https://www.congress.gov/help/field-values/legislative-subject-terms#930,Cost of living
https://www.congress.gov/help/field-values/legislative-subject-terms#931,Cost of living adjustments
https://www.congress.gov/help/field-values/legislative-subject-terms#932,Cost overruns
https://www.congress.gov/help/field-values/legislative-subject-terms#933,Cost plus contracts
https://www.congress.gov/help/field-values/legislative-subject-terms#934,Costa Rica
https://www.congress.gov/help/field-values/legislative-subject-terms#935,Costs
https://www.congress.gov/help/field-values/legislative-subject-terms#936,Cotton
https://www.congress.gov/help/field-values/legislative-subject-terms#937,Counseling
https://www.congress.gov/help/field-values/legislative-subject-terms#938,Counterfeiting
https://www.congress.gov/help/field-values/legislative-subject-terms#939,Counterintelligence
https://www.congress.gov/help/field-values/legislative-subject-terms#940,Counterpart funds
https://www.congress.gov/help/field-values/legislative-subject-terms#941,Countervailing duties
https://www.congress.gov/help/field-values/legislative-subject-terms#942,County politics and government
https://www.congress.gov/help/field-values/legislative-subject-terms#943,Coups d'etat
https://www.congress.gov/help/field-values/legislative-subject-terms#944,Court congestion and delay
https://www.congress.gov/help/field-values/legislative-subject-terms#945,Court records
https://www.congress.gov/help/field-values/legislative-subject-terms#946,Court reporting
https://www.congress.gov/help/field-values/legislative-subject-terms#947,Courthouses
https://www.congress.gov/help/field-values/legislative-subject-terms#948,Courts of special jurisdiction
https://www.congress.gov/help/field-values/legislative-subject-terms#949,Courts-martial and courts of inquiry
https://www.congress.gov/help/field-values/legislative-subject-terms#950,Covert operations
https://www.congress.gov/help/field-values/legislative-subject-terms#951,Crack (Drug)
https://www.congress.gov/help/field-values/legislative-subject-terms#952,Cranes (Birds)
https://www.congress.gov/help/field-values/legislative-subject-terms#953,Creative thinking
https://www.congress.gov/help/field-values/legislative-subject-terms#954,Credit
https://www.congress.gov/help/field-values/legislative-subject-terms#955,Credit and credit markets
https://www.congress.gov/help/field-values/legislative-subject-terms#956,Credit cards
https://www.congress.gov/help/field-values/legislative-subject-terms#957,Credit insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#958,Credit unions
https://www.congress.gov/help/field-values/legislative-subject-terms#959,Crete
https://www.congress.gov/help/field-values/legislative-subject-terms#960,Crime and Law Enforcement
https://www.congress.gov/help/field-values/legislative-subject-terms#961,Crime prevention
https://www.congress.gov/help/field-values/legislative-subject-terms#962,Crime victims
https://www.congress.gov/help/field-values/legislative-subject-terms#963,Crimes against animals and natural resources
https://www.congress.gov/help/field-values/legislative-subject-terms#964,Crimes against children
https://www.congress.gov/help/field-values/legislative-subject-terms#965,Crimes against humanity
https://www.congress.gov/help/field-values/legislative-subject-terms#966,Crimes against property
https://www.congress.gov/help/field-values/legislative-subject-terms#967,Crimes against the elderly
https://www.congress.gov/help/field-values/legislative-subject-terms#968,Crimes against women
https://www.congress.gov/help/field-values/legislative-subject-terms#969,Criminal aliens
https://www.congress.gov/help/field-values/legislative-subject-terms#970,Criminal courts
https://www.congress.gov/help/field-values/legislative-subject-terms#971,Criminal investigation
https://www.congress.gov/help/field-values/legislative-subject-terms#972,"Criminal investigation, prosecution, interrogation"
https://www.congress.gov/help/field-values/legislative-subject-terms#973,Criminal justice information
https://www.congress.gov/help/field-values/legislative-subject-terms#974,Criminal justice information and records
https://www.congress.gov/help/field-values/legislative-subject-terms#975,Criminal liability
https://www.congress.gov/help/field-values/legislative-subject-terms#976,Criminal negligence
https://www.congress.gov/help/field-values/legislative-subject-terms#977,Criminal procedure
https://www.congress.gov/help/field-values/legislative-subject-terms#978,Criminal procedure and sentencing
https://www.congress.gov/help/field-values/legislative-subject-terms#979,Criminal statistics
https://www.congress.gov/help/field-values/legislative-subject-terms#980,Criminology
https://www.congress.gov/help/field-values/legislative-subject-terms#981,Crisis management
https://www.congress.gov/help/field-values/legislative-subject-terms#982,Critically ill
https://www.congress.gov/help/field-values/legislative-subject-terms#983,Croatia
https://www.congress.gov/help/field-values/legislative-subject-terms#984,Crop insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#985,Cruise missiles
https://www.congress.gov/help/field-values/legislative-subject-terms#986,Cryptography
https://www.congress.gov/help/field-values/legislative-subject-terms#987,Cuba
https://www.congress.gov/help/field-values/legislative-subject-terms#988,Cuban Americans
https://www.congress.gov/help/field-values/legislative-subject-terms#989,Cubans
https://www.congress.gov/help/field-values/legislative-subject-terms#990,Cults
https://www.congress.gov/help/field-values/legislative-subject-terms#991,Cultural centers
https://www.congress.gov/help/field-values/legislative-subject-terms#992,Cultural exchanges and relations
https://www.congress.gov/help/field-values/legislative-subject-terms#993,Cultural policy
https://www.congress.gov/help/field-values/legislative-subject-terms#994,Cultural property
https://www.congress.gov/help/field-values/legislative-subject-terms#995,Cultural relations
https://www.congress.gov/help/field-values/legislative-subject-terms#996,Currency
https://www.congress.gov/help/field-values/legislative-subject-terms#997,Currency devaluation
https://www.congress.gov/help/field-values/legislative-subject-terms#998,Curricula
https://www.congress.gov/help/field-values/legislative-subject-terms#999,Custody of children
https://www.congress.gov/help/field-values/legislative-subject-terms#1000,Customer service
https://www.congress.gov/help/field-values/legislative-subject-terms#1001,Customs administration
https://www.congress.gov/help/field-values/legislative-subject-terms#1002,Customs enforcement
https://www.congress.gov/help/field-values/legislative-subject-terms#1003,Customs unions
https://www.congress.gov/help/field-values/legislative-subject-terms#1004,Cyprus
https://www.congress.gov/help/field-values/legislative-subject-terms#1005,Cystic fibrosis
https://www.congress.gov/help/field-values/legislative-subject-terms#1006,Cytology
https://www.congress.gov/help/field-values/legislative-subject-terms#1007,Czech Republic
https://www.congress.gov/help/field-values/legislative-subject-terms#1008,Czechoslovakia
https://www.congress.gov/help/field-values/legislative-subject-terms#1009,DNA
https://www.congress.gov/help/field-values/legislative-subject-terms#1010,Dairy industry
https://www.congress.gov/help/field-values/legislative-subject-terms#1011,Dairy products
https://www.congress.gov/help/field-values/legislative-subject-terms#1012,Damages
https://www.congress.gov/help/field-values/legislative-subject-terms#1013,Dams
https://www.congress.gov/help/field-values/legislative-subject-terms#1014,Dams and canals
https://www.congress.gov/help/field-values/legislative-subject-terms#1015,Data banks
https://www.congress.gov/help/field-values/legislative-subject-terms#1016,Data transmission systems
https://www.congress.gov/help/field-values/legislative-subject-terms#1017,Day care
https://www.congress.gov/help/field-values/legislative-subject-terms#1018,Deaf
https://www.congress.gov/help/field-values/legislative-subject-terms#1019,Death
https://www.congress.gov/help/field-values/legislative-subject-terms#1020,Debit cards
https://www.congress.gov/help/field-values/legislative-subject-terms#1021,Debt
https://www.congress.gov/help/field-values/legislative-subject-terms#1022,Debt agreements
https://www.congress.gov/help/field-values/legislative-subject-terms#1023,Debt collection
https://www.congress.gov/help/field-values/legislative-subject-terms#1024,Debt limit
https://www.congress.gov/help/field-values/legislative-subject-terms#1025,Debt relief
https://www.congress.gov/help/field-values/legislative-subject-terms#1026,Debtor and creditor
https://www.congress.gov/help/field-values/legislative-subject-terms#1027,Decentralization in government
https://www.congress.gov/help/field-values/legislative-subject-terms#1028,Deceptive advertising
https://www.congress.gov/help/field-values/legislative-subject-terms#1029,Decision making
https://www.congress.gov/help/field-values/legislative-subject-terms#1030,Declaration of Independence
https://www.congress.gov/help/field-values/legislative-subject-terms#1031,Declaration of war
https://www.congress.gov/help/field-values/legislative-subject-terms#1032,Deer
https://www.congress.gov/help/field-values/legislative-subject-terms#1033,Defective products
https://www.congress.gov/help/field-values/legislative-subject-terms#1034,Defectors
https://www.congress.gov/help/field-values/legislative-subject-terms#1035,Defense Nuclear Facilities Safety Board
https://www.congress.gov/help/field-values/legislative-subject-terms#1036,Defense budgets
https://www.congress.gov/help/field-values/legislative-subject-terms#1037,Defense burdensharing
https://www.congress.gov/help/field-values/legislative-subject-terms#1038,Defense contracts
https://www.congress.gov/help/field-values/legislative-subject-terms#1039,Defense industries
https://www.congress.gov/help/field-values/legislative-subject-terms#1040,Defense procurement
https://www.congress.gov/help/field-values/legislative-subject-terms#1041,Defense spending
https://www.congress.gov/help/field-values/legislative-subject-terms#1042,Deficiency diseases
https://www.congress.gov/help/field-values/legislative-subject-terms#1043,Defined benefit pension plans
https://www.congress.gov/help/field-values/legislative-subject-terms#1044,Defined contribution plans
https://www.congress.gov/help/field-values/legislative-subject-terms#1045,Delaware
https://www.congress.gov/help/field-values/legislative-subject-terms#1046,Delaware River Basin Commission
https://www.congress.gov/help/field-values/legislative-subject-terms#1047,Delegation of powers
https://www.congress.gov/help/field-values/legislative-subject-terms#1048,Delta Regional Authority
https://www.congress.gov/help/field-values/legislative-subject-terms#1049,Democracy
https://www.congress.gov/help/field-values/legislative-subject-terms#1050,Democratic Party
https://www.congress.gov/help/field-values/legislative-subject-terms#1051,Democratic Republic of Congo
https://www.congress.gov/help/field-values/legislative-subject-terms#1052,Democratic Republic of the Congo
https://www.congress.gov/help/field-values/legislative-subject-terms#1053,Demography
https://www.congress.gov/help/field-values/legislative-subject-terms#1054,Denali Commission
https://www.congress.gov/help/field-values/legislative-subject-terms#1055,Denmark
https://www.congress.gov/help/field-values/legislative-subject-terms#1056,Dental care
https://www.congress.gov/help/field-values/legislative-subject-terms#1057,Dentistry
https://www.congress.gov/help/field-values/legislative-subject-terms#1058,Dentists
https://www.congress.gov/help/field-values/legislative-subject-terms#1059,Department of Agriculture
https://www.congress.gov/help/field-values/legislative-subject-terms#1060,Department of Commerce
https://www.congress.gov/help/field-values/legislative-subject-terms#1061,Department of Defense
https://www.congress.gov/help/field-values/legislative-subject-terms#1062,Department of Education
https://www.congress.gov/help/field-values/legislative-subject-terms#1063,Department of Energy
https://www.congress.gov/help/field-values/legislative-subject-terms#1064,Department of Health and Human Services
https://www.congress.gov/help/field-values/legislative-subject-terms#1065,Department of Homeland Security
https://www.congress.gov/help/field-values/legislative-subject-terms#1066,Department of Housing and Urban Development
https://www.congress.gov/help/field-values/legislative-subject-terms#1067,Department of Justice
https://www.congress.gov/help/field-values/legislative-subject-terms#1068,Department of Labor
https://www.congress.gov/help/field-values/legislative-subject-terms#1069,Department of State
https://www.congress.gov/help/field-values/legislative-subject-terms#1070,Department of Transportation
https://www.congress.gov/help/field-values/legislative-subject-terms#1071,Department of Veterans Affairs
https://www.congress.gov/help/field-values/legislative-subject-terms#1072,Department of the Interior
https://www.congress.gov/help/field-values/legislative-subject-terms#1073,Department of the Treasury
https://www.congress.gov/help/field-values/legislative-subject-terms#1074,Depletion allowances
https://www.congress.gov/help/field-values/legislative-subject-terms#1075,Deportation
https://www.congress.gov/help/field-values/legislative-subject-terms#1076,Deposit insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#1077,Depositions
https://www.congress.gov/help/field-values/legislative-subject-terms#1078,Depreciation and amortization
https://www.congress.gov/help/field-values/legislative-subject-terms#1079,Depressed areas
https://www.congress.gov/help/field-values/legislative-subject-terms#1080,Deregulation
https://www.congress.gov/help/field-values/legislative-subject-terms#1081,Derivative securities
https://www.congress.gov/help/field-values/legislative-subject-terms#1082,Desegregation in education
https://www.congress.gov/help/field-values/legislative-subject-terms#1083,Designer drugs
https://www.congress.gov/help/field-values/legislative-subject-terms#1084,Desktop publishing
https://www.congress.gov/help/field-values/legislative-subject-terms#1085,Destruction of property
https://www.congress.gov/help/field-values/legislative-subject-terms#1086,Detention of persons
https://www.congress.gov/help/field-values/legislative-subject-terms#1087,Detergents
https://www.congress.gov/help/field-values/legislative-subject-terms#1088,Deterrence
https://www.congress.gov/help/field-values/legislative-subject-terms#1089,Developed countries
https://www.congress.gov/help/field-values/legislative-subject-terms#1090,Developing countries
https://www.congress.gov/help/field-values/legislative-subject-terms#1091,Development credit institutions
https://www.congress.gov/help/field-values/legislative-subject-terms#1092,Diabetes
https://www.congress.gov/help/field-values/legislative-subject-terms#1093,Dictators
https://www.congress.gov/help/field-values/legislative-subject-terms#1094,Diego Garcia
https://www.congress.gov/help/field-values/legislative-subject-terms#1095,Diesel motor
https://www.congress.gov/help/field-values/legislative-subject-terms#1096,Diet
https://www.congress.gov/help/field-values/legislative-subject-terms#1097,Dietary supplements
https://www.congress.gov/help/field-values/legislative-subject-terms#1098,Digestive and metabolic diseases
https://www.congress.gov/help/field-values/legislative-subject-terms#1099,Digestive diseases
https://www.congress.gov/help/field-values/legislative-subject-terms#1100,Digital media
https://www.congress.gov/help/field-values/legislative-subject-terms#1101,Dikes (Engineering)
https://www.congress.gov/help/field-values/legislative-subject-terms#1102,Dioxins
https://www.congress.gov/help/field-values/legislative-subject-terms#1103,Diphtheria
https://www.congress.gov/help/field-values/legislative-subject-terms#1104,Diplomacy
https://www.congress.gov/help/field-values/legislative-subject-terms#1105,"Diplomacy, foreign officials, Americans abroad"
https://www.congress.gov/help/field-values/legislative-subject-terms#1106,Diplomats
https://www.congress.gov/help/field-values/legislative-subject-terms#1107,Direct broadcast satellites
https://www.congress.gov/help/field-values/legislative-subject-terms#1108,Direct mail advertising
https://www.congress.gov/help/field-values/legislative-subject-terms#1109,Director of National Intelligence
https://www.congress.gov/help/field-values/legislative-subject-terms#1110,Directories
https://www.congress.gov/help/field-values/legislative-subject-terms#1111,Disability and health-based discrimination
https://www.congress.gov/help/field-values/legislative-subject-terms#1112,Disability and paralysis
https://www.congress.gov/help/field-values/legislative-subject-terms#1113,Disability assistance
https://www.congress.gov/help/field-values/legislative-subject-terms#1114,Disability evaluation
https://www.congress.gov/help/field-values/legislative-subject-terms#1115,Disability insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#1116,Disability retirement
https://www.congress.gov/help/field-values/legislative-subject-terms#1117,Disabled
https://www.congress.gov/help/field-values/legislative-subject-terms#1118,Disaster insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#1119,Disaster loans
https://www.congress.gov/help/field-values/legislative-subject-terms#1120,Disaster relief
https://www.congress.gov/help/field-values/legislative-subject-terms#1121,Disaster relief and insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#1122,Disasters
https://www.congress.gov/help/field-values/legislative-subject-terms#1123,Disciplining of employees
https://www.congress.gov/help/field-values/legislative-subject-terms#1124,Discovery (Law)
https://www.congress.gov/help/field-values/legislative-subject-terms#1125,Discrimination
https://www.congress.gov/help/field-values/legislative-subject-terms#1126,Discrimination against the disabled
https://www.congress.gov/help/field-values/legislative-subject-terms#1127,Discrimination in consumer credit
https://www.congress.gov/help/field-values/legislative-subject-terms#1128,Discrimination in criminal justice administration
https://www.congress.gov/help/field-values/legislative-subject-terms#1129,Discrimination in education
https://www.congress.gov/help/field-values/legislative-subject-terms#1130,Discrimination in employment
https://www.congress.gov/help/field-values/legislative-subject-terms#1131,Discrimination in insurance
https://www.congress.gov/help/field-values/legislative-subject-terms#1132,Discrimination in medical care
https://www.congress.gov/help/field-values/legislative-subject-terms#1133,Discrimination in public facilities
https://www.congress.gov/help/field-values/legislative-subject-terms#1134,Diseases
https://www.congress.gov/help/field-values/legislative-subject-terms#1135,Dislocated workers
https://www.congress.gov/help/field-values/legislative-subject-terms#1136,Dismissal of employees
https://www.congress.gov/help/field-values/legislative-subject-terms#1137,Displaced homemakers
https://www.congress.gov/help/field-values/legislative-subject-terms#1138,Displaced persons
https://www.congress.gov/help/field-values/legislative-subject-terms#1139,Dispute settlement
https://www.congress.gov/help/field-values/legislative-subject-terms#1140,Dissenters
https://www.congress.gov/help/field-values/legislative-subject-terms#1141,Distance education
https://www.congress.gov/help/field-values/legislative-subject-terms#1142,District courts
https://www.congress.gov/help/field-values/legislative-subject-terms#1143,District of Columbia
https://www.congress.gov/help/field-values/legislative-subject-terms#1144,Divers
https://www.congress.gov/help/field-values/legislative-subject-terms#1145,Diversification in industry
https://www.congress.gov/help/field-values/legislative-subject-terms#1146,Dividends
https://www.congress.gov/help/field-values/legislative-subject-terms#1147,Divorce
https://www.congress.gov/help/field-values/legislative-subject-terms#1148,Djibouti
https://www.congress.gov/help/field-values/legislative-subject-terms#1149,Dogs
https://www.congress.gov/help/field-values/legislative-subject-terms#1150,Domestic partners
https://www.congress.gov/help/field-values/legislative-subject-terms#1151,Domestic relations
https://www.congress.gov/help/field-values/legislative-subject-terms#1152,Domestic violence and child abuse
https://www.congress.gov/help/field-values/legislative-subject-terms#1153,Dominica
https://www.congress.gov/help/field-values/legislative-subject-terms#1154,Dominican Republic
https://www.congress.gov/help/field-values/legislative-subject-terms#1155,"Donation of organs, tissues, etc."
https://www.congress.gov/help/field-values/legislative-subject-terms#1156,Double taxation
https://www.congress.gov/help/field-values/legislative-subject-terms#1157,Down's syndrome
https://www.congress.gov/help/field-values/legislative-subject-terms#1158,Draft registration
https://www.congress.gov/help/field-values/legislative-subject-terms#1159,Drainage
https://www.congress.gov/help/field-values/legislative-subject-terms#1160,Dredging
https://www.congress.gov/help/field-values/legislative-subject-terms#1161,Driftnet fishing
https://www.congress.gov/help/field-values/legislative-subject-terms#1162,Driver education
https://www.congress.gov/help/field-values/legislative-subject-terms#1163,Driver licenses
https://www.congress.gov/help/field-values/legislative-subject-terms#1164,Driver tests
https://www.congress.gov/help/field-values/legislative-subject-terms#1165,Drone aircraft
https://www.congress.gov/help/field-values/legislative-subject-terms#1166,Dropouts
https://www.congress.gov/help/field-values/legislative-subject-terms#1167,Droughts
https://www.congress.gov/help/field-values/legislative-subject-terms#1168,Drug Enforcement Administration (DEA)
https://www.congress.gov/help/field-values/legislative-subject-terms#1169,Drug abuse
https://www.congress.gov/help/field-values/legislative-subject-terms#1170,Drug abuse prevention
https://www.congress.gov/help/field-values/legislative-subject-terms#1171,Drug abuse treatment
https://www.congress.gov/help/field-values/legislative-subject-terms#1172,Drug addiction
https://www.congress.gov/help/field-values/legislative-subject-terms#1173,Drug adulteration
https://www.congress.gov/help/field-values/legislative-subject-terms#1174,Drug advertising
https://www.congress.gov/help/field-values/legislative-subject-terms#1175,Drug approvals
https://www.congress.gov/help/field-values/legislative-subject-terms#1176,Drug courts
https://www.congress.gov/help/field-values/legislative-subject-terms#1177,Drug dealers
https://www.congress.gov/help/field-values/legislative-subject-terms#1178,Drug industry
https://www.congress.gov/help/field-values/legislative-subject-terms#1179,Drug interactions
https://www.congress.gov/help/field-values/legislative-subject-terms#1180,Drug law enforcement
https://www.congress.gov/help/field-values/legislative-subject-terms#1181,Drug legalization
https://www.congress.gov/help/field-values/legislative-subject-terms#1182,Drug paraphernalia
https://www.congress.gov/help/field-values/legislative-subject-terms#1183,Drug resistance in microorganisms
https://www.congress.gov/help/field-values/legislative-subject-terms#1184,"Drug safety, medical device, and laboratory regulation"
https://www.congress.gov/help/field-values/legislative-subject-terms#1185,Drug testing
https://www.congress.gov/help/field-values/legislative-subject-terms#1186,Drug therapy
https://www.congress.gov/help/field-values/legislative-subject-terms#1187,Drug traffic
https://www.congress.gov/help/field-values/legislative-subject-terms#1188,Drug trafficking and controlled substances
https://www.congress.gov/help/field-values/legislative-subject-terms#1189,Drug utilization
https://www.congress.gov/help/field-values/legislative-subject-terms#1190,"Drug, alcohol, tobacco use"
https://www.congress.gov/help/field-values/legislative-subject-terms#1191,Drugs
https://www.congress.gov/help/field-values/legislative-subject-terms#1192,Drugs and athletes
https://www.congress.gov/help/field-values/legislative-subject-terms#1193,Drugs and employment
https://www.congress.gov/help/field-values/legislative-subject-terms#1194,Drugs and women
https://www.congress.gov/help/field-values/legislative-subject-terms#1195,Drugs and youth
https://www.congress.gov/help/field-values/legislative-subject-terms#1196,Drunk driving
https://www.congress.gov/help/field-values/legislative-subject-terms#1197,Dual-career families
https://www.congress.gov/help/field-values/legislative-subject-terms#1198,Dubai Ports World aftermath legislation
https://www.congress.gov/help/field-values/legislative-subject-terms#1199,Due process and equal protection
https://www.congress.gov/help/field-values/legislative-subject-terms#1200,Due process of law
https://www.congress.gov/help/field-values/legislative-subject-terms#1201,Dumping
https://www.congress.gov/help/field-values/legislative-subject-terms#1202,Dyes and dyeing
https://www.congress.gov/help/field-values/legislative-subject-terms#1203,Dyslexia
https://www.congress.gov/help/field-values/legislative-subject-terms#1204,EBB Terrorism
https://www.congress.gov/help/field-values/legislative-subject-terms#1205,EEC countries
https://www.congress.gov/help/field-values/legislative-subject-terms#1206,Eagles
https://www.congress.gov/help/field-values/legislative-subject-terms#1207,Early retirement
https://www.congress.gov/help/field-values/legislative-subject-terms#1208,Earned income tax credit
https://www.congress.gov/help/field-values/legislative-subject-terms#1209,Earnings
https://www.congress.gov/help/field-values/legislative-subject-terms#1210,Earth movements and building
https://www.congress.gov/help/field-values/legislative-subject-terms#1211,Earth resources satellites
https://www.congress.gov/help/field-values/legislative-subject-terms#1212,Earth sciences
https://www.congress.gov/help/field-values/legislative-subject-terms#1213,Earthquakes
https://www.congress.gov/help/field-values/legislative-subject-terms#1214,Easements
https://www.congress.gov/help/field-values/legislative-subject-terms#1215,East Asia
https://www.congress.gov/help/field-values/legislative-subject-terms#1216,East Timor
https://www.congress.gov/help/field-values/legislative-subject-terms#1217,Eastern Europe
https://www.congress.gov/help/field-values/legislative-subject-terms#1218,Eating disorders
https://www.congress.gov/help/field-values/legislative-subject-terms#1219,Ecological research
https://www.congress.gov/help/field-values/legislative-subject-terms#1220,Ecological surveys
https://www.congress.gov/help/field-values/legislative-subject-terms#1221,Ecology
https://www.congress.gov/help/field-values/legislative-subject-terms#1222,Economic assistance
https://www.congress.gov/help/field-values/legislative-subject-terms#1223,Economic concentration
https://www.congress.gov/help/field-values/legislative-subject-terms#1224,Economic conditions
https://www.congress.gov/help/field-values/legislative-subject-terms#1225,Economic development
https://www.congress.gov/help/field-values/legislative-subject-terms#1226,Economic forecasting
https://www.congress.gov/help/field-values/legislative-subject-terms#1227,Economic growth
https://www.congress.gov/help/field-values/legislative-subject-terms#1228,Economic impact statements
https://www.congress.gov/help/field-values/legislative-subject-terms#1229,Economic integration
https://www.congress.gov/help/field-values/legislative-subject-terms#1230,Economic performance and conditions
https://www.congress.gov/help/field-values/legislative-subject-terms#1231,Economic research
https://www.congress.gov/help/field-values/legislative-subject-terms#1232,Economic security
https://www.congress.gov/help/field-values/legislative-subject-terms#1233,Economic stabilization
https://www.congress.gov/help/field-values/legislative-subject-terms#1234,Economic statistics
https://www.congress.gov/help/field-values/legislative-subject-terms#1235,Economic theory
https://www.congress.gov/help/field-values/legislative-subject-terms#1236,Economic warfare
https://www.congress.gov/help/field-values/legislative-subject-terms#1237,Economics and Public Finance
https://www.congress.gov/help/field-values/legislative-subject-terms#1238,Economies of scale
https://www.congress.gov/help/field-values/legislative-subject-terms#1239,Economists
https://www.congress.gov/help/field-values/legislative-subject-terms#1240,Ecosystem management
https://www.congress.gov/help/field-values/legislative-subject-terms#1241,Ecotourism
https://www.congress.gov/help/field-values/legislative-subject-terms#1242,Ecuador
https://www.congress.gov/help/field-values/legislative-subject-terms#1243,Education
https://www.congress.gov/help/field-values/legislative-subject-terms#1244,Education of the disadvantaged
https://www.congress.gov/help/field-values/legislative-subject-terms#1245,Education programs funding
https://www.congress.gov/help/field-values/legislative-subject-terms#1246,Education savings accounts
https://www.congress.gov/help/field-values/legislative-subject-terms#1247,Educational accountability
https://www.congress.gov/help/field-values/legislative-subject-terms#1248,Educational associations
https://www.congress.gov/help/field-values/legislative-subject-terms#1249,Educational counseling
https://www.congress.gov/help/field-values/legislative-subject-terms#1250,Educational equalization
https://www.congress.gov/help/field-values/legislative-subject-terms#1251,Educational exchanges
https://www.congress.gov/help/field-values/legislative-subject-terms#1252,Educational facilities
https://www.congress.gov/help/field-values/legislative-subject-terms#1253,Educational facilities and institutions
https://www.congress.gov/help/field-values/legislative-subject-terms#1254,Educational guidance
https://www.congress.gov/help/field-values/legislative-subject-terms#1255,Educational innovations
https://www.congress.gov/help/field-values/legislative-subject-terms#1256,Educational planning
https://www.congress.gov/help/field-values/legislative-subject-terms#1257,Educational research
https://www.congress.gov/help/field-values/legislative-subject-terms#1258,Educational statistics
https://www.congress.gov/help/field-values/legislative-subject-terms#1259,Educational surveys
https://www.congress.gov/help/field-values/legislative-subject-terms#1260,Educational technology
https://www.congress.gov/help/field-values/legislative-subject-terms#1261,Educational technology and distance education
https://www.congress.gov/help/field-values/legislative-subject-terms#1262,Educational television
https://www.congress.gov/help/field-values/legislative-subject-terms#1263,Educational tests
https://www.congress.gov/help/field-values/legislative-subject-terms#1264,Educational vouchers
https://www.congress.gov/help/field-values/legislative-subject-terms#1265,Egypt
https://www.congress.gov/help/field-values/legislative-subject-terms#1266,Eisenhower Administration
https://www.congress.gov/help/field-values/legislative-subject-terms#1267,El Salvador
https://www.congress.gov/help/field-values/legislative-subject-terms#1268,Elder abuse
https://www.congress.gov/help/field-values/legislative-subject-terms#1269,Election Assistance Commission
https://www.congress.gov/help/field-values/legislative-subject-terms#1270,Election Day
https://www.congress.gov/help/field-values/legislative-subject-terms#1271,Election administration
https://www.congress.gov/help/field-values/legislative-subject-terms#1272,Election candidates
https://www.congress.gov/help/field-values/legislative-subject-terms#1273,Election forecasting
https://www.congress.gov/help/field-values/legislative-subject-terms#1274,Election fraud
https://www.congress.gov/help/field-values/legislative-subject-terms#1275,Election statistics
https://www.congress.gov/help/field-values/legislative-subject-terms#1276,"Elections, voting, political campaign regulation"
https://www.congress.gov/help/field-values/legislative-subject-terms#1277,Electoral college
https://www.congress.gov/help/field-values/legislative-subject-terms#1278,Electric appliances
https://www.congress.gov/help/field-values/legislative-subject-terms#1279,Electric batteries
https://www.congress.gov/help/field-values/legislative-subject-terms#1280,Electric power
https://www.congress.gov/help/field-values/legislative-subject-terms#1281,Electric power distribution
https://www.congress.gov/help/field-values/legislative-subject-terms#1282,Electric power failures
https://www.congress.gov/help/field-values/legislative-subject-terms#1283,Electric power generation and transmission
https://www.congress.gov/help/field-values/legislative-subject-terms#1284,Electric power production
